69402,"(0, 1)",We 'll have to get a  a better box .,"[We/PRP, 'll/MD, have/VB, to/TO, get/VB, a/DT, a/DT, better/JJR, box/NN, ./.]",(ROOT (S (NP (PRP We)) (VP (MD 'll) (VP (VB have) (S (VP (TO to) (VP (VB get) (NP (DT a) (ADJP (DT a) (JJR better)) (NN box))))))) (. .)))
69402,"(336, 337)",I can 't see the education committee  with their lack of money paying for transport for children from here,"[I/PRP, can/MD, 't/PRP, see/VB, the/DT, education/NN, committee/NN, with/IN, their/PRP$, lack/NN, of/IN, money/NN, paying/VBG, for/IN, transport/NN, for/IN, children/NNS, from/IN, here/RB]",(ROOT (S (NP (PRP I)) (VP (MD can) (NP (PRP 't)) (S (VP (VB see) (NP (DT the) (NN education) (NN committee)) (PP (IN with) (NP (NP (PRP$ their) (NN lack)) (PP (IN of) (NP (NP (NN money)) (VP (VBG paying) (PP (IN for) (NP (NP (NN transport)) (PP (IN for) (NP (NNS children))))) (PP (IN from) (NP (RB here)))))))))))))
69402,"(338,)",Well they won 't,"[Well/RB, they/PRP, won/VBD, 't/PRP]",(ROOT (FRAG (ADVP (RB Well)) (NP (NP (PRP they)) (SBAR (S (VP (VBD won) (NP (PRP 't))))))))
69402,"(339,)",to go Ashington Hospital to do a,"[to/TO, go/VB, Ashington/NNP, Hospital/NNP, to/TO, do/VB, a/DT]",(ROOT (FRAG (S (VP (TO to) (VP (VB go) (S (NP (NNP Ashington) (NNP Hospital)) (VP (TO to) (VP (VB do) (NP (DT a))))))))))
69402,"(340,)","they won 't so the- they , they","[they/PRP, won/VBD, 't/PRP, so/RB, the-/IN, they/PRP, ,/,, they/PRP]","(ROOT (S (NP (PRP they)) (VP (VBD won) (S (NP (PRP 't)) (ADVP (RB so)) (PP (IN the-) (NP (PRP they)))) (, ,) (S (NP (PRP they))))))"
69402,"(341,)",garden .,"[garden/NN, ./.]",(ROOT (NP (NN garden) (. .)))
69402,"(342, 343)","the , the , the  education committee and the school governors have no money at all","[the/DT, ,/,, the/DT, ,/,, the/DT, education/NNP, committee/NNP, and/CC, the/DT, school/NN, governors/NNS, have/VBP, no/DT, money/NN, at/IN, all/DT]","(ROOT (S (NP (NP (DT the)) (, ,) (NP (DT the)) (, ,) (NP (DT the) (NNP education) (NNP committee)) (CC and) (NP (DT the) (NN school) (NNS governors))) (VP (VBP have) (NP (NP (DT no) (NN money)) (PP (IN at) (NP (DT all)))))))"
69402,"(344,)",No .,"[No/DT, ./.]",(ROOT (FRAG (NP (DT No)) (. .)))
69402,"(345,)",to pay for that .,"[to/TO, pay/VB, for/IN, that/DT, ./.]",(ROOT (S (VP (TO to) (VP (VB pay) (PP (IN for) (NP (DT that))))) (. .)))
69402,"(346,)",I would expect,"[I/PRP, would/MD, expect/VB]",(ROOT (S (NP (PRP I)) (VP (MD would) (VP (VB expect)))))
69402,"(347,)",But then,"[But/CC, then/RB]",(ROOT (FRAG (CC But) (NP (RB then))))
69402,"(348,)",that 's a very low priority .,"[that/DT, 's/VBZ, a/DT, very/RB, low/JJ, priority/NN, ./.]",(ROOT (S (NP (DT that)) (VP (VBZ 's) (NP (DT a) (ADJP (RB very) (JJ low)) (NN priority))) (. .)))
69402,"(349,)","well it isn 't even a priority , it is nothing .","[well/RB, it/PRP, isn/VBD, 't/PRP, even/RB, a/DT, priority/NN, ,/,, it/PRP, is/VBZ, nothing/NN, ./.]","(ROOT (S (S (ADVP (RB well)) (NP (PRP it)) (VP (VBD isn) (NP (PRP 't)) (ADVP (RB even) (NP (DT a) (NN priority))))) (, ,) (NP (PRP it)) (VP (VBZ is) (NP (NN nothing))) (. .)))"
69402,"(350,)",They won 't get the money .,"[They/PRP, won/VBD, 't/PRP, get/VB, the/DT, money/NN, ./.]",(ROOT (S (NP (PRP They)) (VP (VBD won) (S (NP (PRP 't)) (VP (VB get) (NP (DT the) (NN money))))) (. .)))
69402,"(351,)",Th- they won 't pay for them to go swimming,"[Th-/IN, they/PRP, won/VBD, 't/PRP, pay/VB, for/IN, them/PRP, to/TO, go/VB, swimming/NN]",(ROOT (SBAR (IN Th-) (S (NP (PRP they)) (VP (VBD won) (S (NP (PRP 't)) (VP (VB pay) (SBAR (IN for) (S (NP (PRP them)) (VP (TO to) (VP (VB go) (NP (NN swimming))))))))))))
69402,"(352,)",Well I don 't,"[Well/RB, I/PRP, don/VBP, 't/PRP]",(ROOT (FRAG (ADVP (RB Well)) (NP (NP (PRP I)) (SBAR (S (VP (VBP don) (NP (PRP 't))))))))
69402,"(353,)",they 've gotta walk to go swimming .,"[they/PRP, 've/VBP, gotta/NNP, walk/VBP, to/TO, go/VB, swimming/NN, ./.]",(ROOT (S (NP (PRP they)) (VP (VBP 've) (NP (NP (NNP gotta)) (SBAR (S (VP (VBP walk) (S (VP (TO to) (VP (VB go) (NP (NN swimming)))))))))) (. .)))
69402,"(354, 355, 356, 357)","But , I thought that  now that the M S has acquired that bus  and it 's going to be standing around doing nothing for most of the time  and it 's a twenty nine seater bus .","[But/CC, ,/,, I/PRP, thought/VBD, that/IN, now/RB, that/IN, the/DT, M/NN, S/NN, has/VBZ, acquired/VBN, that/IN, bus/NN, and/CC, it/PRP, 's/VBZ, going/VBG, to/TO, be/VB, standing/VBG, around/IN, doing/VBG, nothing/NN, for/IN, most/JJS, of/IN, the/DT, time/NN, and/CC, it/PRP, 's/VBZ, a/DT, twenty/CD, nine/CD, seater/NNP, bus/NN, ./.]","(ROOT (S (CC But) (, ,) (NP (PRP I)) (VP (VBD thought) (SBAR (IN that) (SBAR (ADVP (RB now)) (IN that) (S (NP (DT the) (NN M) (NN S)) (VP (VBZ has) (VP (VBN acquired) (SBAR (IN that) (S (S (NP (NP (NN bus)) (CC and) (NP (PRP it))) (VP (VBZ 's) (VP (VBG going) (S (VP (TO to) (VP (VB be) (VP (VBG standing) (PP (IN around) (S (VP (VBG doing) (NP (NN nothing)) (PP (IN for) (NP (NP (JJS most)) (PP (IN of) (NP (DT the) (NN time))))))))))))))) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (NP (DT a) (CD twenty) (CD nine) (NNP seater) (NN bus)))))))))))) (. .)))"
69402,"(358, 359, 360)","I mean , the seats come out so that wheelchairs can go in  but  in between times it 's twenty seats you see .","[I/PRP, mean/VBP, ,/,, the/DT, seats/NNS, come/VBP, out/RP, so/RB, that/IN, wheelchairs/NNP, can/MD, go/VB, in/IN, but/CC, in/IN, between/IN, times/NNS, it/PRP, 's/VBZ, twenty/CD, seats/NNS, you/PRP, see/VBP, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (DT the) (NNS seats)) (VP (VBP come) (PRT (RP out)) (SBAR (RB so) (IN that) (S (NP (NNP wheelchairs)) (VP (MD can) (VP (VB go) (PP (IN in) (SBAR (CC but) (S (PP (IN in) (PP (IN between) (NP (NNS times)))) (NP (PRP it)) (VP (VBZ 's) (NP (NP (CD twenty) (NNS seats)) (SBAR (S (NP (PRP you)) (VP (VBP see)))))))))))))) (. .)))"
69402,"(361,)",And then you 'll need a P S V,"[And/CC, then/RB, you/PRP, 'll/MD, need/VB, a/DT, P/NN, S/NNS, V/NNP]",(ROOT (FRAG (S (CC And) (ADVP (RB then)) (NP (PRP you)) (VP (MD 'll) (VP (VB need) (S (NP (DT a) (NN P) (NNS S)) (NP (NNP V))))))))
69402,"(362,)",Well,[Well/RB],(ROOT (INTJ (RB Well)))
69402,"(363,)",licence .,"[licence/NN, ./.]",(ROOT (NP (NN licence) (. .)))
69402,"(364, 365, 366, 367, 368, 369)","but , but that 's , that 's  that 's easily remedied if you could get a er  a driving licence holder  to take them  oh a volunteer driving licence holder among one of the parents  or somebody who could take the children , er , periodically in the bus to visit the hospital to do this sort of thing .","[but/CC, ,/,, but/CC, that/DT, 's/VBZ, ,/,, that/DT, 's/VBZ, that/DT, 's/VBZ, easily/RB, remedied/VBN, if/IN, you/PRP, could/MD, get/VB, a/DT, er/NN, a/DT, driving/VBG, licence/NN, holder/NN, to/TO, take/VB, them/PRP, oh/UH, a/DT, volunteer/NN, driving/VBG, licence/NN, holder/NN, among/IN, one/CD, of/IN, the/DT, parents/NNS, or/CC, somebody/NN, who/WP, could/MD, take/VB, the/DT, children/NNS, ,/,, er/NN, ,/,, periodically/RB, in/IN, the/DT, bus/NN, to/TO, visit/VB, the/DT, hospital/NN, to/TO, do/VB, this/DT, sort/NN, of/IN, thing/NN, ./.]","(ROOT (S (S (CC but) (, ,) (CC but) (NP (DT that)) (VP (VBZ 's))) (, ,) (NP (DT that)) (VP (VBZ 's) (NP (SBAR (WHNP (DT that)) (S (VP (VBZ 's) (ADVP (RB easily)) (VP (VBN remedied) (SBAR (IN if) (S (NP (PRP you)) (VP (MD could) (VP (VB get) (NP (NP (DT a) (NN er)) (SBAR (S (NP (DT a) (VBG driving) (NN licence) (NN holder)) (VP (TO to) (VP (VB take) (NP (PRP them)) (NP (INTJ (UH oh)) (NP (DT a) (NN volunteer))) (S (VP (VBG driving) (NP (NN licence) (NN holder)) (PP (IN among) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (NNS parents)))))))))))))))))))) (CC or) (NP (NP (NN somebody)) (SBAR (WHNP (WP who)) (S (VP (MD could) (VP (VB take) (NP (NP (NP (DT the) (NNS children)) (, ,) (NP (NN er)) (, ,) (ADVP (RB periodically))) (PP (IN in) (NP (DT the) (NN bus)))) (S (VP (TO to) (VP (VB visit) (NP (DT the) (NN hospital) (S (VP (TO to) (VP (VB do) (NP (NP (DT this) (NN sort)) (PP (IN of) (NP (NN thing)))))))))))))))))) (. .)))"
69402,"(370,)",So that was a possibility .,"[So/IN, that/DT, was/VBD, a/DT, possibility/NN, ./.]",(ROOT (S (IN So) (NP (DT that)) (VP (VBD was) (NP (DT a) (NN possibility))) (. .)))
69402,"(371,)",But I haven 't seen Miss  > about all these sort of things .,"[But/CC, I/PRP, haven/NN, 't/PRP, seen/VBN, Miss/NNP, >/JJR, about/IN, all/PDT, these/DT, sort/NN, of/IN, things/NNS, ./.]",(ROOT (S (CC But) (NP (PRP I)) (VP (NN haven) (S (NP (PRP 't)) (VP (VBN seen) (S (NP (NNP Miss)) (ADJP (ADJP (JJR >)) (PP (IN about) (NP (NP (PDT all) (DT these) (NN sort)) (PP (IN of) (NP (NNS things)))))))))) (. .)))
69402,"(372, 373, 374)","But I did also say  to Mrs >  , that a new head would be appointed to take the imports from the first of September , that it might be better to discuss it with them  after I 've discussed with Miss >  .","[But/CC, I/PRP, did/VBD, also/RB, say/VB, to/TO, Mrs/NNP, >/JJR, ,/,, that/IN, a/DT, new/JJ, head/NN, would/MD, be/VB, appointed/VBN, to/TO, take/VB, the/DT, imports/NNS, from/IN, the/DT, first/JJ, of/IN, September/NNP, ,/,, that/IN, it/PRP, might/MD, be/VB, better/JJR, to/TO, discuss/VB, it/PRP, with/IN, them/PRP, after/IN, I/PRP, 've/VBP, discussed/VBN, with/IN, Miss/NNP, >/JJR, ./.]","(ROOT (S (CC But) (NP (PRP I)) (VP (VBD did) (RB also) (VP (VB say) (PP (TO to) (NP (NP (NP (NNP Mrs)) (JJR >)) (, ,) (SBAR (IN that) (S (NP (DT a) (JJ new) (NN head)) (VP (MD would) (VP (VB be) (VP (VBN appointed) (S (VP (TO to) (VP (VB take) (NP (DT the) (NNS imports)) (PP (IN from) (NP (NP (DT the) (JJ first)) (PP (IN of) (NP (NNP September)))))))) (, ,) (SBAR (IN that) (S (NP (PRP it)) (VP (MD might) (VP (VB be) (ADJP (JJR better)) (S (VP (TO to) (VP (VB discuss) (NP (PRP it)) (PP (IN with) (NP (PRP them)))))) (SBAR (IN after) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN discussed) (PP (IN with) (NP (NNP Miss)))))))))))))))))) (ADJP (JJR >)))) (. .)))"
69402,"(375, 376)",I only know one person  I only know one bus driver with children .,"[I/PRP, only/RB, know/VBP, one/CD, person/NN, I/PRP, only/RB, know/VBP, one/CD, bus/NN, driver/NN, with/IN, children/NNS, ./.]",(ROOT (S (NP (PRP I)) (ADVP (RB only)) (VP (VBP know) (NP (NP (CD one) (NN person)) (SBAR (S (NP (PRP I)) (ADVP (RB only)) (VP (VBP know) (NP (CD one) (NN bus) (NN driver)) (PP (IN with) (NP (NNS children)))))))) (. .)))
69402,"(377,)",There 's ambulance drivers .,"[There/EX, 's/VBZ, ambulance/NN, drivers/NNS, ./.]",(ROOT (S (NP (EX There)) (VP (VBZ 's) (NP (NN ambulance) (NNS drivers))) (. .)))
69402,"(378,)",And he got hi- I think their children go to the Catholic School .,"[And/CC, he/PRP, got/VBD, hi-/JJ, I/PRP, think/VBP, their/PRP$, children/NNS, go/VBP, to/TO, the/DT, Catholic/JJ, School/NN, ./.]",(ROOT (S (CC And) (NP (PRP he)) (VP (VBD got) (ADJP (JJ hi-) (SBAR (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP$ their) (NNS children)) (VP (VBP go) (PP (TO to) (NP (DT the) (JJ Catholic) (NN School))))))))))) (. .)))
69402,"(379, 380, 381)",Er  this  letter from the Multiple Sclerosis,"[Er/NN, this/DT, letter/NN, from/IN, the/DT, Multiple/JJ, Sclerosis/NN]",(ROOT (NP (NP (NN Er)) (NP (NP (DT this) (NN letter)) (PP (IN from) (NP (DT the) (JJ Multiple) (NN Sclerosis))))))
69402,"(382,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
69402,"(383,)",Says any,"[Says/VBZ, any/DT]",(ROOT (SINV (VP (VBZ Says)) (NP (DT any))))
69402,"(384,)",that says if you 've got wheelchairs in you reduce your number of people .,"[that/DT, says/VBZ, if/IN, you/PRP, 've/VBP, got/VBN, wheelchairs/NNP, in/IN, you/PRP, reduce/VB, your/PRP$, number/NN, of/IN, people/NNS, ./.]",(ROOT (S (NP (DT that)) (VP (VBZ says) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP 've) (VP (VBN got) (S (NP (NP (NNP wheelchairs)) (PP (IN in) (NP (PRP you)))) (VP (VB reduce) (NP (NP (PRP$ your) (NN number)) (PP (IN of) (NP (NNS people))))))))))) (. .)))
69402,"(385,)",You 're not,"[You/PRP, 're/VBP, not/RB]",(ROOT (S (NP (PRP You)) (VP (VBP 're) (RB not))))
69402,"(386,)",To sixteen .,"[To/TO, sixteen/CD, ./.]",(ROOT (FRAG (PP (TO To) (NP (CD sixteen))) (. .)))
69402,"(387,)",you 're not reducing the size of the bus .,"[you/PRP, 're/VBP, not/RB, reducing/VBG, the/DT, size/NN, of/IN, the/DT, bus/NN, ./.]",(ROOT (S (NP (PRP you)) (VP (VBP 're) (RB not) (VP (VBG reducing) (NP (NP (DT the) (NN size)) (PP (IN of) (NP (DT the) (NN bus)))))) (. .)))
69402,"(388,)",Well I think that 's crazy .,"[Well/RB, I/PRP, think/VBP, that/DT, 's/VBZ, crazy/JJ, ./.]",(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (VBZ 's) (ADJP (JJ crazy)))))) (. .)))
69402,"(389, 390)",And someone who 's been just used to driving a car  are they going to be able to drive the huge long bus with no extra,"[And/CC, someone/NN, who/WP, 's/VBZ, been/VBN, just/RB, used/VBN, to/TO, driving/VBG, a/DT, car/NN, are/VBP, they/PRP, going/VBG, to/TO, be/VB, able/JJ, to/TO, drive/VB, the/DT, huge/JJ, long/JJ, bus/NN, with/IN, no/DT, extra/JJ]",(ROOT (S (NP (NP (CC And) (NN someone)) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBN been) (VP (ADVP (RB just)) (VBN used) (PP (TO to) (S (VP (VBG driving) (NP (DT a) (NN car))))))))))) (VP (VBP are) (NP (NP (PRP they)) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB drive) (NP (DT the) (JJ huge) (JJ long) (NN bus)) (PP (IN with) (NP (DT no) (JJ extra)))))))))))))))
69402,"(391,)",Well,[Well/RB],(ROOT (INTJ (RB Well)))
69402,"(392,)",tuition ?,"[tuition/NN, ?/.]",(ROOT (FRAG (NP (NN tuition)) (. ?)))
69402,"(393,)","Well I , I","[Well/RB, I/PRP, ,/,, I/PRP]","(ROOT (NP (NP (RB Well)) (NP (NP (PRP I)) (, ,) (NP (PRP I)))))"
69402,"(394, 395, 396)",Whether it 's got  whether it 's got sixteen people in it or  twenty nine,"[Whether/IN, it/PRP, 's/VBZ, got/VBN, whether/IN, it/PRP, 's/VBZ, got/VBN, sixteen/CD, people/NNS, in/IN, it/PRP, or/CC, twenty/CD, nine/CD]",(ROOT (SBAR (IN Whether) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN got) (SBAR (IN whether) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN got) (NP (NP (CD sixteen) (NNS people)) (PP (IN in) (NP (NP (PRP it)) (CC or) (NP (CD twenty) (CD nine))))))))))))))
69402,"(397,)",Well er,"[Well/RB, er/NN]",(ROOT (FRAG (ADVP (RB Well)) (NP (NN er))))
69402,"(398,)",it doesn 't alter the length of the bus .,"[it/PRP, doesn/VBD, 't/PRP, alter/VB, the/DT, length/NN, of/IN, the/DT, bus/NN, ./.]",(ROOT (S (NP (PRP it)) (VP (VBD doesn) (S (NP (PRP 't)) (VP (VB alter) (NP (NP (DT the) (NN length)) (PP (IN of) (NP (DT the) (NN bus))))))) (. .)))
69402,"(399,)",I drive the minibus at the hospital,"[I/PRP, drive/VBP, the/DT, minibus/NN, at/IN, the/DT, hospital/NN]",(ROOT (S (NP (PRP I)) (VP (VBP drive) (NP (NP (DT the) (NN minibus)) (PP (IN at) (NP (DT the) (NN hospital)))))))
69402,"(400,)",I know .,"[I/PRP, know/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .)))
69402,"(401, 402)","which only takes four wheelchairs  and of course there 's the drivers of , of the minibus things that bring them .","[which/WDT, only/RB, takes/VBZ, four/CD, wheelchairs/NNS, and/CC, of/IN, course/NN, there/EX, 's/VBZ, the/DT, drivers/NNS, of/IN, ,/,, of/IN, the/DT, minibus/NN, things/NNS, that/WDT, bring/VBP, them/PRP, ./.]","(ROOT (S (S (NP (WDT which)) (ADVP (RB only)) (VP (VBZ takes) (NP (CD four) (NNS wheelchairs)))) (CC and) (S (PP (IN of) (NP (NN course))) (NP (EX there)) (VP (VBZ 's) (NP (NP (DT the) (NNS drivers)) (PP (IN of)) (, ,) (PP (IN of) (NP (NP (DT the) (NN minibus) (NNS things)) (SBAR (WHNP (WDT that)) (S (VP (VBP bring) (NP (PRP them)))))))))) (. .)))"
69402,"(403,)","I think , I , I would query that anyway , that just  ","[I/PRP, think/VBP, ,/,, I/PRP, ,/,, I/PRP, would/MD, query/VB, that/IN, anyway/RB, ,/,, that/DT, just/RB]","(ROOT (S (NP (PRP I)) (VP (VBP think) (PRN (, ,) (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (MD would) (VP (VB query) (SBAR (IN that) (FRAG (ADVP (RB anyway))))))) (, ,)) (NP (DT that)) (ADVP (RB just)))))"
69402,"(404,)",Would you like to get into a vehicle the length of a bus with no extra tuition,"[Would/MD, you/PRP, like/VB, to/TO, get/VB, into/IN, a/DT, vehicle/NN, the/DT, length/NN, of/IN, a/DT, bus/NN, with/IN, no/DT, extra/JJ, tuition/NN]",(ROOT (SINV (MD Would) (NP (PRP you)) (VP (VB like) (S (VP (TO to) (VP (VB get) (PP (IN into) (NP (DT a) (NN vehicle))) (NP (NP (DT the) (NN length)) (PP (IN of) (NP (NP (DT a) (NN bus)) (PP (IN with) (NP (DT no) (JJ extra) (NN tuition))))))))))))
69402,"(405,)",No .,"[No/DT, ./.]",(ROOT (FRAG (NP (DT No)) (. .)))
69402,"(406,)",and just drive,"[and/CC, just/RB, drive/VB]",(ROOT (FRAG (CC and) (ADVP (RB just) (S (VP (VB drive))))))
69402,"(407,)","But , but","[But/CC, ,/,, but/CC]","(ROOT (FRAG (CC But) (NP (NP (, ,)) (ADVP (CC but)))))"
69402,"(408,)",it ?,"[it/PRP, ?/.]",(ROOT (FRAG (NP (PRP it)) (. ?)))
69402,"(409, 410, 411)","but I query as well , whether just because you reduce the number of spa- passengers in it  that you , you , you don 't need  a P S V licence , or the equivalent isn 't a P S V licence but it 's , it 's","[but/CC, I/PRP, query/VBP, as/RB, well/RB, ,/,, whether/IN, just/RB, because/IN, you/PRP, reduce/VB, the/DT, number/NN, of/IN, spa-/JJ, passengers/NNS, in/IN, it/PRP, that/IN, you/PRP, ,/,, you/PRP, ,/,, you/PRP, don/VBP, 't/PRP, need/VB, a/DT, P/NN, S/NNS, V/NNP, licence/NNP, ,/,, or/CC, the/DT, equivalent/JJ, isn/NN, 't/PRP, a/DT, P/NN, S/NNS, V/NNP, licence/NN, but/CC, it/PRP, 's/VBZ, ,/,, it/PRP, 's/VBZ]","(ROOT (S (CC but) (NP (PRP I)) (VP (VBP query) (ADVP (RB as) (RB well)) (, ,) (SBAR (IN whether) (S (S (SBAR (RB just) (IN because) (S (NP (PRP you)) (VP (VB reduce) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (NP (JJ spa-) (NNS passengers)) (PP (IN in) (NP (PRP it))) (SBAR (IN that) (S (NP (PRP you))))))) (, ,) (NP (PRP you))))) (, ,) (NP (PRP you)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB need) (NP (NP (NP (DT a) (NN P) (NNS S)) (NP (NNP V) (NNP licence))) (, ,) (CC or) (NP (NP (NP (DT the) (JJ equivalent) (NN isn)) (NP (PRP 't))) (NP (NP (DT a) (NN P) (NNS S)) (NP (NNP V) (NN licence))))))))) (CC but) (S (NP (PRP it)) (VP (VBZ 's) (, ,) (SBAR (S (NP (PRP it)) (VP (VBZ 's)))))))))))"
69402,"(412,)","Oh you do ,the- they 've looked into that .","[Oh/UH, you/PRP, do/VBP, ,the-/NN, they/PRP, 've/VBP, looked/VBN, into/IN, that/DT, ./.]","(ROOT (S (S (INTJ (UH Oh)) (NP (PRP you)) (VP (VBP do) (NP (NN ,the-)))) (NP (PRP they)) (VP (VBP 've) (VP (VBN looked) (PP (IN into) (NP (DT that))))) (. .)))"
69402,"(413, 414)",But it sounds  doubtful to me .,"[But/CC, it/PRP, sounds/VBZ, doubtful/JJ, to/TO, me/PRP, ./.]",(ROOT (S (CC But) (NP (PRP it)) (VP (VBZ sounds) (ADJP (JJ doubtful) (PP (TO to) (NP (PRP me))))) (. .)))
69402,"(415, 416)",But anyway  there 's the insurance point of view .,"[But/CC, anyway/RB, there/EX, 's/VBZ, the/DT, insurance/NN, point/NN, of/IN, view/NN, ./.]",(ROOT (S (CC But) (ADVP (RB anyway)) (NP (EX there)) (VP (VBZ 's) (NP (NP (DT the) (NN insurance) (NN point)) (PP (IN of) (NP (NN view))))) (. .)))
69402,"(417, 418, 419, 420)","But anyway , any  I mean  that 's the easy , and I mean , if , if people who are willing to drive can have experience in driving  before they take passengers out .","[But/CC, anyway/RB, ,/,, any/DT, I/PRP, mean/VBP, that/DT, 's/VBZ, the/DT, easy/JJ, ,/,, and/CC, I/PRP, mean/VBP, ,/,, if/IN, ,/,, if/IN, people/NNS, who/WP, are/VBP, willing/JJ, to/TO, drive/VB, can/MD, have/VB, experience/NN, in/IN, driving/VBG, before/IN, they/PRP, take/VBP, passengers/NNS, out/IN, ./.]","(ROOT (S (CC But) (ADVP (RB anyway)) (, ,) (S (NP (DT any) (PRP I)) (VP (VBP mean) (SBAR (S (NP (DT that)) (VP (VBZ 's) (NP (DT the) (JJ easy))))))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBP mean) (, ,) (ADVP (IN if)) (, ,) (SBAR (IN if) (S (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (ADJP (JJ willing) (S (VP (TO to) (VP (VB drive))))))))) (VP (MD can) (VP (VB have) (NP (NP (NN experience)) (PP (IN in) (S (VP (VBG driving) (SBAR (IN before) (S (NP (PRP they)) (VP (VBP take) (NP (NNS passengers)) (ADVP (IN out))))))))))))))) (. .)))"
69402,"(421,)","I mean , I didn 't drive the minibus until I 'd driven it without passengers .","[I/PRP, mean/VBP, ,/,, I/PRP, didn/VBP, 't/PRP, drive/VB, the/DT, minibus/NN, until/IN, I/PRP, 'd/MD, driven/VBN, it/PRP, without/IN, passengers/NNS, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (PRP I)) (VP (VBP didn) (S (NP (PRP 't)) (VP (VB drive) (NP (DT the) (NN minibus)) (SBAR (IN until) (S (NP (PRP I)) (VP (MD 'd) (VP (VBN driven) (NP (PRP it)) (PP (IN without) (NP (NNS passengers)))))))))) (. .)))"
69402,"(422,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
69402,"(423, 424, 425, 426, 427)","I mean I  I , I  I   drove the minibus    with only somebody in with me  before I drove out with people in it .","[I/PRP, mean/VBP, I/PRP, I/PRP, ,/,, I/PRP, I/PRP, drove/VBD, the/DT, minibus/NN, with/IN, only/JJ, somebody/NN, in/IN, with/IN, me/PRP, before/IN, I/PRP, drove/VBD, out/RP, with/IN, people/NNS, in/IN, it/PRP, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP mean) (S (NP (PRP I)) (NP (PRP I))))) (, ,) (NP (PRP I)) (NP (PRP I)) (VP (VBD drove) (NP (DT the) (NN minibus)) (PP (IN with) (NP (JJ only) (NN somebody))) (PP (IN in) (PP (IN with) (NP (PRP me)))) (SBAR (IN before) (S (NP (PRP I)) (VP (VBD drove) (PRT (RP out)) (PP (IN with) (NP (NP (NNS people)) (PP (IN in) (NP (PRP it))))))))) (. .)))"
69402,"(428,)",Didn 't you da- drive Dancy Dags ?,"[Didn/NN, 't/PRP, you/PRP, da-/JJ, drive/NN, Dancy/NN, Dags/NNS, ?/.]",(ROOT (X (NP (NP (NN Didn)) (NP (PRP 't))) (NP (NP (PRP you)) (NP (JJ da-) (NN drive) (NN Dancy) (NNS Dags))) (. ?)))
69402,"(429,)","Oh yes , I drove that , but that was a long time ago that .","[Oh/UH, yes/UH, ,/,, I/PRP, drove/VBD, that/IN, ,/,, but/CC, that/DT, was/VBD, a/DT, long/JJ, time/NN, ago/IN, that/DT, ./.]","(ROOT (S (S (INTJ (UH Oh) (UH yes)) (, ,) (NP (PRP I)) (VP (VBD drove) (ADVP (IN that)))) (, ,) (CC but) (S (NP (DT that)) (VP (VBD was) (NP (DT a) (JJ long) (NN time)) (ADVP (IN ago) (DT that)))) (. .)))"
69402,"(430, 431)","Yeah , but  yo- you drove that one","[Yeah/UH, ,/,, but/CC, yo-/NN, you/PRP, drove/VBD, that/IN, one/CD]","(ROOT (S (INTJ (UH Yeah)) (, ,) (NP (CC but)) (ADVP (NN yo-)) (VP (ADVP (PRP you)) (VBD drove) (PP (IN that) (NP (CD one))))))"
69402,"(432,)",I drove it to Ashington and  ,"[I/PRP, drove/VBD, it/PRP, to/TO, Ashington/NNP, and/CC]",(ROOT (S (NP (PRP I)) (VP (VBD drove) (NP (PRP it)) (PP (TO to) (NP (NNP Ashington))) (ADVP (CC and)))))
69402,"(433,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
69402,"(434,)",You drive her to Ashington in it .,"[You/PRP, drive/VBP, her/PRP, to/TO, Ashington/NNP, in/IN, it/PRP, ./.]",(ROOT (S (NP (PRP You)) (VP (VBP drive) (NP (PRP her)) (PP (TO to) (NP (NP (NNP Ashington)) (PP (IN in) (NP (PRP it)))))) (. .)))
69402,"(435,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
